Symbol NQ #F Data

StartDate	StartTime	        Open	        High	         Low	       Close	Volume	Bid	Ask
20191219	 95500	   8651.2500	            	   8627.5176	            	false	false	true	false	            	            	            	false	false	false
20191219	 95600	   8653.2500	            	   8628.3115	            	false	false	true	false	            	            	            	false	false	false
20191219	 95700	   8653.7500	            	   8628.3115	            	false	false	true	false	            	            	            	false	false	false
20191219	 95800	   8596.2500	            	   8628.3115	            	false	false	true	false	            	            	            	false	false	false
20191219	 95900	   8596.5000	            	   8628.3115	            	false	false	true	false	            	            	            	false	false	false
20191219	100000	   8655.2500	            	   8628.3115	            	false	false	true	false	            	            	            	false	false	false
20191219	100100	   8597.5000	            	   8628.3115	            	false	false	true	false	            	            	            	false	false	false
20191219	100200	   8600.2500	            	   8628.3115	            	false	false	true	false	            	            	            	false	false	false
20191219	100300	   8601.2500	            	   8628.3115	            	false	false	true	false	            	            	            	false	false	false
20191219	100400	   8601.7500	   8627.7500	   8595.6875	   8633.5225	false	true	false	true	            	   8628.3115	            	false	true	false
20191219	100500	   8602.5000	   8625.5000	   8595.6875	   8633.5225	false	true	false	true	            	            	            	false	false	false
20191219	100600	   8657.7500	            	   8595.6875	   8633.5225	false	false	false	true	            	            	            	false	false	false
20191219	100700	   8599.7500	            	   8595.6875	   8633.5225	false	false	false	true	            	            	            	false	false	false
20191219	100800	   8601.0000	            	   8595.6875	   8633.5225	false	false	false	true	            	            	            	false	false	false
20191219	100900	   8601.2500	            	   8595.6875	   8633.5225	false	false	false	true	            	            	            	false	false	false
20191219	101000	            	   8626.0000	   8595.6875	   8632.0674	false	true	false	true	            	            	            	false	false	false
20191219	101100	   8602.2500	            	   8595.6875	   8632.0674	false	false	false	true	            	            	            	false	false	false
20191219	101200	   8605.5000	            	   8595.6875	   8632.0674	false	false	false	true	            	            	            	false	false	false
20191219	101300	   8605.2500	            	   8597.6533	   8631.5674	false	false	false	true	            	            	            	false	false	false
20191219	101400	            	            	   8598.3154	   8631.5674	false	false	false	true	            	            	            	false	false	false
20191219	101500	            	            	   8598.3154	   8631.5674	false	false	false	true	            	            	            	false	false	false
20191219	101600	            	            	   8598.3154	   8631.5674	false	false	false	true	            	            	            	false	false	false
20191219	101700	            	            	   8598.3154	   8631.5674	false	false	false	true	            	            	            	false	false	false
20191219	101800	   8606.5000	   8625.2500	   8598.3154	   8631.0029	false	true	false	true	            	            	            	false	false	false
20191219	101900	   8606.5000	   8624.5000	   8600.3008	   8630.9717	false	true	false	true	            	            	            	false	false	false
20191219	102000	            	            	   8600.3008	   8630.9717	false	false	false	true	            	            	            	false	false	false
20191219	102100	   8606.5000	            	   8600.6318	   8630.9717	false	false	false	true	            	            	            	false	false	false
20191219	102200	   8607.5000	            	   8601.9072	   8630.9717	false	false	false	true	            	            	            	false	false	false
20191219	102300	   8609.2500	            	   8601.9072	   8630.9717	false	false	false	true	            	            	            	false	false	false
20191219	102400	   8609.7500	            	   8604.0762	   8630.9717	false	false	false	true	            	            	            	false	false	false
20191219	102500	   8634.0000	            	   8626.2305	            	true	false	true	false	   8631.8154	            	            	true	false	false
20191219	102600	   8632.7500	            	   8626.2305	            	true	false	true	false	            	            	            	false	false	false
20191219	102700	   8634.2500	            	   8626.2305	            	true	false	true	false	            	            	            	false	false	false
20191219	102800	   8634.7500	            	   8628.0908	            	true	false	true	false	            	            	            	false	false	false
20191219	102900	   8639.0000	            	   8629.5176	            	true	false	true	false	            	            	            	false	false	false
20191219	103000	   8639.5000	            	   8632.2598	            	true	false	true	false	            	            	            	false	false	false
20191219	103100	   8613.5000	            	   8632.7119	            	false	false	true	false	            	            	            	false	false	false
20191219	103200	            	            	   8632.7119	            	false	false	true	false	            	            	            	false	false	false
20191219	103300	            	            	   8632.7119	            	false	false	true	false	            	            	            	false	false	false
20191219	103400	   8611.5000	            	   8632.7119	            	false	false	true	false	            	            	            	false	false	false
20191219	103500	            	            	   8632.7119	            	false	false	true	false	            	            	            	false	false	false
20191219	103600	   8638.7500	            	   8632.7119	            	true	false	true	false	            	            	            	false	false	false
20191219	103700	   8612.2500	            	   8632.7119	            	false	false	true	false	            	            	            	false	false	false
20191219	103800	   8611.7500	            	   8632.7119	            	false	false	true	false	            	            	            	false	false	false
20191219	103900	   8635.0000	            	   8632.7119	            	true	false	true	false	            	            	            	false	false	false
20191219	104000	   8613.2500	            	   8632.7119	            	false	false	true	false	            	            	            	false	false	false
20191219	104100	   8636.0000	            	   8632.7119	            	true	false	true	false	            	            	            	false	false	false
20191219	104200	   8637.5000	            	   8632.7119	            	true	false	true	false	            	            	            	false	false	false
20191219	104300	   8638.5000	            	   8632.7119	            	true	false	true	false	            	            	            	false	false	false
20191219	104400	   8638.0000	            	   8633.6426	            	true	false	true	false	            	            	            	false	false	false
20191219	104500	   8640.0000	            	   8633.9404	            	true	false	true	false	            	            	            	false	false	false
20191219	104600	   8640.0000	            	   8635.5469	            	true	false	true	false	            	            	            	false	false	false
20191219	104700	            	            	   8635.5469	            	false	false	true	false	            	            	            	false	false	false
20191219	104800	            	            	   8635.5469	            	false	false	true	false	            	            	            	false	false	false
20191219	104900	            	            	   8635.5469	            	false	false	true	false	            	            	            	false	false	false
20191219	105000	   8612.5000	            	   8635.5469	            	false	false	true	false	            	            	            	false	false	false
20191219	105100	   8638.5000	            	   8635.5469	            	true	false	true	false	            	            	            	false	false	false
20191219	105200	   8638.7500	            	   8635.5469	            	true	false	true	false	            	            	            	false	false	false
20191219	105300	            	            	   8635.5469	            	false	false	true	false	            	            	            	false	false	false
20191219	105400	            	            	   8635.5469	            	false	false	true	false	            	            	            	false	false	false
20191219	105500	   8638.2500	            	   8635.5469	            	true	false	true	false	            	            	            	false	false	false
20191219	105600	   8638.0000	            	   8635.5469	            	true	false	true	false	            	            	            	false	false	false
20191219	105700	            	   8610.5000	   8635.5469	   8612.9199	false	false	true	false	            	   8610.8711	            	false	false	false
20191219	105800	            	   8609.2500	   8635.5469	   8612.9199	false	false	true	false	            	            	            	false	false	false
20191219	105900	            	   8634.7500	            	   8637.4648	false	true	false	true	            	   8635.3799	            	false	true	false
20191219	110000	            	            	            	   8637.4648	false	false	false	true	            	            	            	false	false	false
